Gene	SRR1813212	SRR1813213	SRR1813214	SRR1813215	SRR1813216	SRR1813217	SRR1813218	SRR1813219	SRR1813220
PA4078	1827.2927	1714.2836	1609.1243	2141.88	2111.1584	1950.4001	1436.8326	1772.1056	1773.446
PA4079	993.7823	896.7337	978.6684	996.4285	861.1695	767.3196	783.08575	777.40674	841.5693
PA4080	291.06674	272.44736	238.8172	272.15634	238.29706	288.2736	195.80334	197.9781	181.21358
PA4081	115.17925	104.37638	118.83339	152.92268	128.1	151.64558	87.59833	110.644264	87.005135
PA4082	278.34592	226.74838	254.74083	329.61884	340.36923	316.3528	214.49464	223.06075	242.98308
PA4083	26.659237	17.863798	21.15037	28.684511	25.74152	19.845387	20.208681	16.102917	12.299824
PA4084	819.4051	773.1089	762.2901	608.9869	537.26373	548.0852	714.9817	664.86743	762.5869
PA4085	42.89963	50.255623	36.414425	49.784008	46.99166	53.522728	38.383957	48.347687	35.143578
PA4086	120.03202	125.45911	118.98014	137.62645	116.927155	135.92102	99.794785	121.22812	142.91626
PA4087	25.345835	26.902096	26.05357	40.0262	39.264515	35.155647	30.03356	36.922485	36.02669
PA4088	119.643166	90.16893	106.01384	104.24962	96.36537	94.36242	117.64913	84.71462	105.3353
PA4089	157.12105	147.36484	151.50002	146.21538	152.03575	142.3491	135.22469	143.88283	134.9045
PA4090	1800.9333	1493.1559	1199.8733	653.0014	489.88504	558.7477	625.6195	610.07776	565.25134
PA4091	315.3814	266.1268	267.86597	235.46214	228.49821	193.41112	233.1416	205.25523	226.95924
PA4092	100.69692	81.47975	73.37813	74.32889	79.15729	80.83298	69.10411	63.281967	60.904762
PA4093	228.6409	191.59167	173.34862	158.64792	150.41559	143.5369	190.91345	172.48424	218.13905
PA4094	507.73068	478.17117	491.82553	493.00858	407.14175	451.89554	502.07462	471.85373	491.39853
PA4095	27.390278	14.951114	25.825815	41.46804	34.258442	31.09798	16.904318	19.926952	16.677708
PA4096	210.80673	196.67216	196.79056	216.99103	198.22324	195.15579	165.24213	148.34262	168.66412
PA4097	44.965805	36.594254	49.984066	61.73848	49.891945	39.529743	32.46438	39.466244	46.8679
PA4098	112.48866	75.07898	92.46868	134.85098	106.93352	124.573326	75.110176	70.64963	76.911514
PA4099	152.27888	123.84753	186.40796	223.0827	177.83786	175.73001	138.76193	141.18983	147.50565
PA4100	364.2915	277.54846	313.5805	333.59302	319.3188	311.1273	301.029	297.13803	341.28012
PA4101	0.0	0.0	0.0	0.9955854	0.0	0.0	1.0020516	0.0	0.0
PA4102	1.0048522	0.0	0.0	0.0	1.00949	0.0	0.0	0.0	0.0
PA4103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PA4104	0.0	1.0055113	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PA4105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PA4106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PA4107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PA4108	1630.1561	1520.5211	1477.3064	701.3071	715.6873	791.2184	1551.4987	1629.1232	1624.6455
PA4109	615.0271	515.69336	550.19464	692.22095	664.4474	613.2896	425.2297	502.50668	462.71692
PA4110	323.12262	312.71103	292.22165	310.61856	284.68317	326.59583	244.30737	240.79817	281.31976
PA4111	803.67346	679.72076	677.9812	768.71954	776.5011	778.8392	595.8824	664.8235	626.4203
PA4112	8156.782	6948.2827	7615.1855	4883.31	4526.9756	4561.34	6775.3604	7164.5923	7166.8657
PA4113	210.14444	223.64305	226.87819	212.26373	195.53995	183.98462	185.99098	162.42458	132.79115
PA4114	741.73694	656.55365	621.48615	597.62665	559.2218	573.5597	522.96045	559.22455	502.85895
PA4115	2517.2188	2265.2808	2326.3723	2573.252	2323.8413	2331.6729	2371.832	2395.0283	2371.4812
PA4116	2401.2947	2346.9138	2557.7783	1860.1724	1596.2216	1596.0498	2211.237	2130.8616	2103.9668
PA4117	6084.636	5331.0225	5528.868	4782.4814	4300.4424	4323.0713	4679.8164	4835.8013	4787.756
PA4118	780.81256	646.44666	747.93665	659.0365	592.121	539.0943	635.7979	555.2091	612.63104
PA4119	295.45346	231.47295	275.1873	292.02618	262.9523	253.97624	225.32426	227.54521	231.88335
PA4120	145.10938	113.82753	124.93404	170.4419	171.5263	145.57675	115.21628	110.34457	119.69484
PA4121	33.115105	22.959723	28.972305	38.98969	37.10726	40.92012	29.893469	37.013218	26.996542
PA4122	51.290554	48.94792	35.991135	53.96929	67.38247	51.155125	58.268616	51.730404	52.310665
PA4123	136.08926	155.7025	119.328094	166.32141	189.69402	156.05777	149.94261	156.40182	145.41302
PA4124	169.24149	150.84293	164.45496	176.09511	168.29536	191.22302	157.79349	178.72403	167.11925
PA4125	102.76592	93.19298	112.170555	118.65515	123.62262	110.634384	89.79577	113.23216	106.57939
PA4126	157.96582	143.06744	131.30885	177.87306	143.82172	144.32228	138.8589	145.8686	120.91436
PA4127	131.59668	117.06026	140.09549	150.54773	135.66068	137.813	101.66352	91.47843	108.115295
PA4128	330.36972	293.96985	275.62814	388.41217	338.41083	327.5181	171.52565	208.66469	222.21252
PA4129	461.44357	359.67685	451.3186	429.0015	388.4805	320.18536	213.18848	252.70718	238.45024
PA4130	1994.3308	1701.3136	1633.9624	1376.4197	1253.6118	1041.5283	705.75256	775.8557	763.6206
PA4131	938.9917	721.85175	765.55884	905.971	875.6288	720.8656	399.6231	484.87436	488.19043
PA4132	1117.5125	927.3797	955.81134	988.6242	871.3974	784.67004	591.2889	627.5497	654.0868
PA4133	345.06625	289.8361	291.56265	337.0146	318.44263	278.58224	204.95663	210.77892	205.65913
PA4134	158.31273	134.73596	102.15292	250.10767	249.28336	214.8439	98.15584	91.561424	73.98578
PA4135	409.39468	347.9003	311.39084	651.4166	545.39667	559.9663	260.75742	265.72717	233.79504
PA4136	211.13957	238.36116	266.0128	306.6324	260.67923	222.58032	225.13893	241.62085	256.97522
PA4137	1535.3024	1334.3496	1453.014	1462.9601	1310.0276	1335.397	1069.2328	972.47754	1038.3157
PA4138	4657.71	4197.6387	4372.1616	4693.2197	4035.8484	4087.401	2883.5955	2932.4155	2862.8887
PA4139	25210.004	23377.596	17931.553	6639.686	5729.74	6476.85	39682.633	40303.77	43904.64
PA4140	3339.0085	2792.3486	2709.7395	1025.6069	962.59656	960.8934	5386.323	5379.0103	6167.867
PA4141	42340.074	31521.176	28273.07	29540.004	27494.809	28279.062	38459.23	46224.508	46553.52
PA4142	1856.9646	1643.3402	1642.3586	1121.8562	1053.408	1094.6401	1951.918	1929.8396	2098.2566
PA4143	1083.8708	927.2551	968.4998	719.4613	642.16174	639.8656	1033.1757	1011.12415	975.421
PA4144	554.4859	472.69598	480.35696	407.58353	353.37894	350.73346	575.43585	535.71576	577.39136
PA4145	646.2362	535.234	561.4604	573.0952	580.19403	519.20685	493.9356	480.2033	476.44452
PA4146	190.58029	160.87875	190.86635	200.22693	180.06041	199.98344	159.62717	152.27063	150.93097
PA4147	8477.043	6807.136	8137.388	7557.0244	6763.7036	6673.7603	6705.421	5710.943	5708.65
PA4148	495.9019	267.55368	428.42593	385.1894	381.03165	318.5423	293.0007	192.30435	220.02322
PA4149	423.72354	304.46475	373.73328	333.65878	363.26935	288.66348	281.56906	262.37204	271.87662
PA4150	995.1522	665.3982	897.657	878.1872	844.2654	719.1828	667.6686	634.8997	624.5957
PA4151	606.99243	381.71957	501.73843	517.8339	561.36615	426.0207	388.26755	403.0685	344.958
PA4152	412.35632	227.3759	391.4747	397.34943	452.5787	322.4351	326.61676	295.97284	262.80252
PA4153	500.5634	301.1337	354.41193	466.2271	539.53485	401.77823	276.96732	286.36783	277.01614
PA4154	188.02518	132.90253	143.35977	211.55006	193.97198	179.2182	112.542336	115.87371	95.59083
PA4155	94.04363	76.1896	70.72786	73.28241	69.793495	62.73325	56.57128	60.454105	72.940216
PA4156	207.19832	223.98836	186.83801	225.68375	182.72458	210.13281	180.93878	171.38112	166.04236
PA4157	383.8751	286.44095	345.5856	301.22003	323.49585	273.10803	322.47076	293.85104	309.84296
PA4158	138.76447	124.4406	130.74553	125.713844	89.534584	91.95899	107.912895	103.82012	95.96291
PA4159	105.36433	69.791275	88.690384	65.83243	74.69766	63.908737	65.07402	80.97662	75.64248
PA4160	87.386284	70.35082	66.24174	51.961792	69.18202	46.268555	54.569336	51.598343	44.812088
PA4161	151.9945	153.8564	158.24628	125.62643	130.67519	129.14445	142.10394	145.30716	146.95558
PA4162	142.74934	128.72592	132.92189	154.54063	137.44702	152.52264	119.963905	121.582184	141.41623
PA4163	1743.2621	1527.0852	1512.6342	1681.0896	1552.2957	1589.7712	1531.922	1591.4337	1647.2164
PA4164	328.04706	295.63892	320.56375	333.915	319.61005	351.17072	275.3223	310.10245	352.93018
PA4165	364.9105	382.80063	390.23483	410.8271	371.7686	354.78214	302.5074	306.4214	332.93158
PA4166	40.64285	23.15937	24.971155	53.06303	42.12191	41.399536	29.886358	33.999638	20.81503
PA4167	55.406094	54.483143	59.789997	64.62765	63.426853	69.19074	42.056442	40.947514	50.817333
PA4168	1410.6327	1247.9366	1176.8159	1144.2638	968.595	1018.4719	902.93066	986.5607	977.89825
PA4169	165.33278	159.09053	147.43024	137.75536	102.47327	133.00014	118.68607	105.03967	105.28464
PA4170	123.344	121.06624	113.7156	147.2461	124.42575	117.37624	136.92746	148.17706	133.76224
PA4171	177.01337	139.05956	121.988434	143.82468	126.53541	111.62775	98.39443	111.143	121.43208
PA4172	99.48955	97.82811	72.07762	118.35153	94.48604	94.665	79.91813	89.123436	91.31518
PA4173	28.961609	16.030836	18.150806	22.338888	23.52362	26.76902	20.0355	20.060663	26.739016
PA4174	495.9588	394.37036	484.92142	511.7102	476.29218	468.8304	408.04834	448.74042	435.40475
PA4175	4755.877	4056.862	4317.751	4265.967	4236.879	3659.621	3233.2239	3560.5527	3694.502
PA4176	2468.4685	2107.5117	2123.3882	2331.2854	2195.9324	2151.5806	1942.2788	1712.7959	1705.6188
PA4177	40.40607	39.398003	32.547157	35.611214	28.585073	35.780563	20.736057	22.436522	21.930916
PA4178	99.41535	83.068794	81.23807	100.24397	86.63169	82.87119	64.4823	88.44787	59.07237
PA4179	527.4267	424.84766	460.60706	485.0782	427.1124	432.67575	415.4646	394.8596	464.2919
PA4180	1945.5364	1688.16	1785.1455	1611.3466	1525.2896	1467.2836	1447.2589	1512.238	1469.2535
PA4181	168.13042	148.57875	143.35106	156.22263	135.76721	145.22244	126.197754	138.87292	133.9747
PA4182	439.3801	334.96274	369.8637	452.5745	390.04916	447.5041	327.89474	352.13544	355.71268
PA4183	413.63174	353.50507	349.0603	417.62283	367.559	336.45374	296.73657	292.24698	264.2939
PA4184	846.4458	647.402	762.8273	749.2709	735.84106	615.31995	652.786	667.8777	737.19666
PA4185	218.72037	217.0219	189.00558	243.0199	193.85155	202.40335	185.70346	192.09198	197.82085
PA4186	823.0743	779.33923	780.93616	988.00507	926.1642	815.45514	781.3468	763.1554	898.3927
PA4187	263.20697	235.24445	212.77444	271.93213	243.95389	248.84795	174.24525	216.02377	220.0171
PA4188	143.29752	100.50928	113.6284	148.09203	127.20982	129.18764	116.60635	112.03782	123.06382
PA4189	220.30025	187.51898	187.26587	194.24245	184.20087	170.02197	219.91862	210.1395	270.4701
PA4190	1892.9602	1658.8727	1649.8073	1739.1677	1581.9564	1652.391	1146.3068	1322.1108	1188.1002
PA4191	0.0	0.0	0.0	0.0	0.0	0.0	0.9914894	0.0	0.0
PA4192	2.0187895	1.0029252	1.0006949	1.9955258	0.0	0.0	2.0005705	0.0	0.0
PA4193	0.0	0.0	0.0	1.0061535	0.0	0.0	0.0	0.0	0.0
PA4194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PA4195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PA4196	473.2501	365.68765	401.4684	431.0509	389.20325	367.86725	321.9503	350.71725	362.40262
PA4197	566.1447	490.77203	498.2839	589.30347	524.1137	532.9319	507.85635	482.8652	508.47516
PA4198	672.3123	592.63116	620.17896	835.447	675.66437	661.42474	562.9762	551.8361	580.64343
PA4199	1323.2689	1064.5482	1165.2305	1319.1204	1194.1378	1162.5638	1001.62854	1221.4912	1111.8861
PA4200	678.70825	627.13464	593.01514	627.5756	617.13446	624.91174	573.08734	641.6186	658.9223
PA4201	2190.8643	1899.1409	1827.777	1592.857	1509.7592	1494.7206	1895.2345	1921.2616	2009.1709
PA4202	430.11572	330.57043	394.52454	371.59714	318.91165	337.07767	446.1908	441.55054	452.58636
PA4203	201.0885	193.03545	187.50717	174.74492	174.12308	186.0274	177.44905	181.91345	208.84586
PA4204	921.24194	886.0507	843.00696	950.9852	902.09155	892.8682	737.73444	868.9172	873.33795
PA4205	14589.9795	12592.74	11226.31	11104.042	9465.743	9171.1	8927.223	10033.848	9855.892
PA4206	18466.178	16391.902	16336.37	14848.961	13451.337	12435.715	13917.068	15327.299	15781.184
PA4207	46447.797	43152.273	43646.92	39828.242	36698.17	34698.82	37833.125	40834.625	41762.11
PA4208	22697.973	21822.463	22142.553	20630.518	18087.967	18112.06	20273.287	21191.684	22051.068
PA4209	7693.4463	6763.086	7770.854	10149.172	9942.321	9362.8545	7575.169	7958.043	8070.8486
PA4210	2751.706	1974.9712	1987.355	2735.6885	2421.355	2605.798	1763.2322	1782.4133	1568.0461
PA4211	713.10925	620.0665	520.15393	1485.9282	1370.6533	1621.5913	1909.2631	2655.4763	2411.8926
PA4212	29797.916	24740.979	26082.303	33242.31	30748.854	32197.861	24553.51	28975.07	30110.424
PA4216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PA4217	1831.3293	1445.0415	1513.2848	3549.5125	3288.708	3510.9707	5001.085	6340.207	5747.617
PA4218	3107.9004	1864.77	2059.3567	3360.5325	3275.2795	2845.209	3609.961	3959.677	3870.6301
PA4219	2439.3354	1496.3044	1728.3739	2690.317	2423.1396	2323.34	2482.8667	2670.8142	2562.4753
PA4220	1185.353	707.38495	849.0148	1198.2222	1149.6427	1038.8492	1303.6573	1415.8085	1423.5323
PA4221	14907.426	8579.93	10715.777	14997.447	13653.718	12793.043	15552.042	17822.37	17286.74
PA4222	4157.1885	2401.654	2899.9146	4010.4697	3569.5588	3322.8303	4768.407	5352.7275	5777.906
PA4223	4202.549	2481.8652	2897.7964	3893.3184	3308.6829	3398.75	4360.239	4950.5054	5196.5146
PA4224	3780.5974	2245.6064	2717.7717	3502.9373	3054.9526	3024.4272	4187.855	4853.9736	5068.417
PA4225	18274.74	10888.589	12840.697	17801.91	16157.846	15359.575	19828.715	23405.957	24429.025
PA4226	19221.232	11520.202	13762.04	17305.748	15584.784	15322.971	19555.422	22757.975	22780.693
PA4227	886.69995	641.0542	697.28955	2943.925	2465.112	2390.8552	755.3067	828.88007	793.7517
PA4228	8735.453	5009.2964	6123.4717	8619.832	8075.3486	7630.4414	8724.157	10631.851	9757.102
PA4229	3061.684	1852.0593	1998.1473	3211.2395	2686.5942	2865.9404	2936.6196	3648.3381	3416.7314
PA4230	2128.6506	1229.7169	1296.3005	2162.2498	1939.4216	2092.289	2031.5283	2482.1108	2244.235
PA4231	8887.174	5013.1333	6023.7676	9679.1045	9092.933	8672.543	10201.217	12125.521	12031.721
PA4232	3340.3015	2465.7979	2920.9602	2535.4072	2319.7517	2226.076	2851.75	2603.9785	2610.6235
PA4233	1807.5625	1546.4257	1467.581	1583.2466	1280.1571	1340.2454	1367.9594	1273.2985	1157.5978
PA4234	2872.6392	2472.309	2667.0916	2947.3276	2557.4395	2590.295	2757.708	2623.555	2883.3633
PA4235	3703.711	3240.7014	3637.3955	3468.2524	2802.5044	3129.389	5305.3726	4525.324	4718.3193
PA4236	17626.688	15567.406	15066.44	11881.359	10794.066	11570.371	23005.57	21540.57	23625.54
PA4237	11759.2295	10733.878	9435.833	10076.031	8826.822	10020.218	9681.434	10159.072	10553.093
PA4238	16716.734	15606.928	13463.992	14912.785	12743.487	14655.326	15018.23	15260.393	16624.72
PA4239	13923.666	12453.086	10752.048	12461.876	10403.246	11645.548	11060.289	11087.086	11747.753
PA4240	7273.31	6161.6562	5583.8345	5991.7153	5262.9946	5723.144	6294.784	6158.5015	6408.155
PA4241	8853.412	7695.0317	6768.7964	7542.2163	6332.292	7346.125	7493.5537	7242.31	7733.9795
PA4242	4425.6978	4127.5454	3463.429	4226.9014	3519.7283	4172.5186	3440.4116	3825.6753	3560.1956
PA4243	25615.701	23835.9	21720.777	23515.695	21089.604	23048.172	23759.512	24735.67	26170.693
PA4244	10720.897	9448.61	9339.527	10014.365	9181.499	9217.248	11010.309	11431.245	13434.802
PA4245	4819.967	3864.1067	3694.059	4055.853	3607.2437	3800.6902	4143.366	4506.4146	4578.2397
PA4246	15289.491	12194.609	13274.158	12978.528	11657.654	11642.251	14849.293	14883.708	16537.268
PA4247	7492.1245	6049.041	6076.9062	6483.7305	5308.261	5885.9443	6268.0317	6273.948	6587.44
PA4248	10909.076	9372.892	8144.0366	8731.067	7506.471	8241.246	8687.269	8623.735	9005.246
PA4249	9214.405	7789.5483	6137.546	6637.674	5196.604	6513.0283	6327.581	5843.012	6002.6426
PA4250	7005.086	6141.5464	5908.904	6516.864	5344.4746	5917.0977	6029.148	6396.362	6305.561
PA4251	11163.519	9527.849	9062.602	9819.178	8457.089	9497.491	10624.324	10446.545	11663.127
PA4252	4659.6377	4078.2764	3381.913	3853.6138	3351.337	4081.0688	3942.097	4146.14	4586.1313
PA4253	9550.187	8436.08	8816.634	8800.93	8635.858	8518.893	11017.02	11067.985	12245.139
PA4254	4319.82	3871.145	3463.429	3893.8604	3540.8528	3828.8284	3631.7659	3880.4001	4127.42
PA4255	2901.0554	2450.3845	2149.2346	2454.0376	2232.1455	2530.4436	2467.7766	2540.8296	2844.0132
PA4256	7369.824	6449.227	5905.9214	6774.512	5819.271	6621.562	7003.766	7161.6055	7849.3975
PA4257	13966.531	12332.136	11068.588	12500.533	11207.75	12416.226	12668.32	12781.894	13347.029
PA4258	5529.7446	5280.4375	4929.826	5485.464	4876.4546	4994.9136	5727.9316	5741.667	6193.38
PA4259	5724.7417	5146.954	4870.397	5283.9336	4547.3857	5158.1904	5088.678	5452.786	5578.6704
PA4260	15220.515	14002.177	13073.316	14425.281	12721.137	13794.028	14949.295	15790.266	16873.908
PA4261	4297.321	3737.758	3429.395	4014.0686	3231.276	3713.48	3605.6099	3897.5059	4286.8647
PA4262	9728.948	9067.2295	9227.444	9203.382	8198.77	8564.09	10385.656	10175.955	10831.705
PA4263	11237.332	9541.776	9400.487	9411.59	8681.163	8855.476	10688.007	10751.262	11625.544
PA4264	8866.5205	7207.368	5757.8013	6525.9277	5126.189	6240.689	5934.958	6098.787	6285.8315
PA4265	40472.812	35299.94	33386.94	35601.85	32790.848	32258.64	37311.855	37720.223	38507.97
PA4266	39613.07	34343.465	33027.12	34109.1	30709.672	31074.498	37224.613	37112.496	38719.688
PA4267	7538.3496	6781.289	6380.8833	6775.7837	5700.206	5940.22	6911.186	6775.9204	7247.8413
PA4268	7481.2847	6813.7407	5607.9717	6489.9014	5320.036	6019.813	5634.832	5473.3716	5187.0044
PA4269	73594.336	66966.91	62412.285	66200.56	60066.33	64539.965	64150.02	67242.914	71619.625
PA4270	34046.695	30511.379	29928.27	31414.014	28760.346	30089.709	30421.504	31774.598	33720.703
PA4271	12949.376	10146.422	10430.051	10995.376	9658.883	9928.825	11855.018	12460.316	13548.275
PA4272	5049.117	4354.535	3676.6624	4136.3467	3463.145	4030.3193	4134.4434	4163.5566	4706.461
PA4273	16747.031	15080.934	14819.551	15190.418	13392.447	14101.135	15507.574	15697.336	16570.607
PA4274	13562.777	10524.487	9530.542	10337.344	9248.466	10328.792	10762.44	10944.576	12282.887
PA4275	9155.604	7746.401	7299.0903	7832.129	6605.3164	6840.713	7272.8823	7166.345	6630.0947
PA4276	2406.5798	2040.8666	1691.416	1823.2428	1564.092	1602.7566	1869.9242	1701.5743	1479.7842
PA4277	8499.982	7840.0327	6886.6064	7978.1616	6816.904	6936.224	7470.897	7697.6445	7642.9893
PA4278	631.34625	466.2796	448.5851	718.88226	592.0121	518.52045	566.1382	570.31195	575.65765
PA4279	371.0673	315.7857	339.96622	422.67188	351.59607	354.7339	319.86172	326.93182	340.65582
PA4280	1706.3289	1887.6265	1281.1348	701.4681	5010.732	2419.9355	782.9183	1779.9965	798.22107
PA4281	430.85248	386.48492	391.49405	392.02765	322.10748	328.07416	375.7386	368.36526	368.86777
PA4282	1591.7515	1270.1276	1434.4678	1369.202	1227.8254	1269.4509	1349.9385	1298.1819	1415.5951
PA4283	1578.7612	1442.8132	1594.7108	1771.7574	1519.785	1538.1648	1516.6403	1500.0565	1633.9048
PA4284	2852.4531	2627.0898	2749.9563	3181.0898	2858.6028	2829.438	2491.03	2516.635	2605.2214
PA4285	3020.882	2723.8567	2880.571	3244.9717	2940.375	2949.236	2438.8398	2560.325	2676.1172
PA4286	1033.4349	999.6612	975.364	1345.1919	1251.5475	1169.4183	898.52606	890.7314	819.3967
PA4287	76.202225	57.74402	76.22006	101.57069	109.58739	68.80569	89.620125	76.6369	88.77218
PA4288	197.10388	195.26062	182.19212	215.62483	203.9754	201.73051	173.16765	196.20041	206.00395
PA4289	564.8126	502.58325	511.61267	759.64453	769.638	686.32587	532.263	586.04865	526.458
PA4290	983.9706	906.08185	926.5252	1218.2604	1286.0374	1123.3665	976.92487	1079.5408	1191.1676
PA4291	673.56354	631.76984	566.8268	555.6084	516.6111	512.9065	479.35248	445.2643	457.0505
PA4292	1194.0673	1066.8839	1066.7562	1225.7292	1098.5583	1058.7969	810.8087	825.5332	807.8883
PA4293	2835.0037	2650.7305	2837.5012	4733.498	4582.389	4162.5977	2315.612	2384.506	2436.6958
PA4294	2715.5154	2664.1558	2704.8542	4498.314	4492.655	4376.3374	2191.9883	2307.3875	2280.918
PA4295	246.4349	227.16422	181.40363	316.56348	325.53772	339.03015	128.75677	166.28235	130.90894
PA4296	7039.367	5930.901	5828.6323	11477.188	10402.833	10963.822	3736.3674	4082.1248	4188.8804
PA4297	2282.624	2029.7069	1992.5793	3470.8193	3321.4055	3038.8118	1481.6516	1670.9797	1558.0155
PA4298	338.8094	266.45544	288.28772	619.7979	561.30566	488.40173	198.29462	205.01797	240.7004
PA4299	1241.6191	1109.3837	1179.5261	2174.706	1956.2858	1893.7659	916.38855	1016.8209	1056.6514
PA4300	1498.9733	1365.8901	1474.6385	2738.091	2613.7727	2352.217	1042.4274	1201.909	1170.8287
PA4301	1673.611	1493.7152	1569.1608	3132.5725	2888.7349	2798.3137	1180.1691	1349.6106	1301.1195
PA4302	1968.8165	1744.1555	2015.2245	3844.9768	3485.6704	3142.8657	1491.771	1572.6162	1606.6859
PA4303	2014.8981	1749.7802	1798.6176	3372.6597	3200.6492	3056.1382	1420.5841	1603.1135	1557.7914
PA4304	3016.5537	2650.5781	2976.928	5813.5347	5713.2656	5067.1353	2260.8508	2445.5278	2516.9548
PA4305	3821.0945	3295.462	3909.2002	8770.191	8499.645	7753.3394	2745.4238	3043.1746	3052.8586
PA4306	11055.674	7701.065	7389.1123	18953.139	17677.104	14366.648	5633.5503	5616.099	4705.495
PA4307	1214.7587	970.7253	1027.4019	1626.7413	1524.3955	1471.9312	864.8944	893.3898	854.765
PA4308	1673.7987	1335.5182	1347.1146	1408.0703	1191.1075	1308.1084	1221.9565	1285.2753	1310.7179
PA4309	2570.1687	2194.4463	2147.4502	2359.8628	2121.8374	2212.9946	1792.7634	1934.4952	2058.2593
PA4310	1506.4177	1234.5334	1280.6771	2186.9841	1998.0803	1955.3717	971.805	933.2749	1006.4232
PA4311	2928.4485	2818.1062	2704.0952	2720.1858	2498.1987	2442.8801	2431.4575	2586.7656	2622.6182
PA4312	1296.1259	1209.657	1170.236	1279.0067	1172.4294	1162.712	1077.7124	1101.7686	1244.632
PA4313	1181.0713	1074.0922	1101.4594	1284.065	1235.2426	1130.9319	995.1007	1054.2439	1051.5967
PA4314	1465.6162	1347.2688	1241.4341	1419.4739	1248.1921	1284.2635	1214.703	1151.9813	1096.7568
PA4315	16933.412	12187.571	13137.967	13831.757	12460.382	12687.391	13252.029	12844.476	12874.512
PA4316	1819.0563	1601.9265	1535.0142	1849.3702	1585.161	1666.4169	1365.1968	1446.6987	1308.4581
PA4317	1627.0471	1268.9512	1234.7087	1370.6702	1129.6161	1243.0065	1086.8595	1008.59106	924.0297
PA4318	580.90424	506.15625	556.7219	574.99786	515.5867	496.68652	450.79837	391.60852	398.02338
PA4319	464.3184	407.32098	428.54385	483.22885	409.11807	454.19733	317.5224	312.14807	326.24344
PA4320	707.09143	620.658	596.7711	758.6946	623.8688	662.1643	600.75494	563.48395	555.83435
PA4321	499.79758	431.26898	443.01077	557.7684	501.1443	494.85648	458.17944	442.0266	399.88977
PA4322	655.4359	538.1355	595.74084	639.787	596.54	599.3055	609.12866	577.66376	651.87164
PA4323	2399.4163	2179.9897	2319.3997	3080.4685	2812.2903	2778.696	1898.9169	1978.2648	1903.5486
PA4324	2324.4604	2257.759	2216.237	2912.04	2501.991	2705.5125	1803.4047	1834.3169	1767.6642
PA4325	2436.032	2427.9836	2481.791	2061.1853	1850.6779	1925.0358	1956.8164	1897.433	1705.864
PA4326	857.71716	731.23975	654.3994	914.0286	749.8751	870.37384	503.57712	471.15063	517.6685
PA4327	993.9151	846.34216	943.515	1257.0776	1127.1066	1016.1049	859.91473	830.1924	772.3066
PA4328	2957.836	2871.7712	2716.8735	4020.197	3622.0713	4381.6646	4182.0312	3995.8928	4576.448
PA4329	3666.1191	2981.0818	3341.8638	3277.77	2985.1025	3104.3599	3953.1306	3726.705	3807.888
PA4330	605.83856	483.32083	523.47833	501.18164	484.348	527.26917	443.86407	508.38986	630.5814
PA4331	779.0148	732.4425	742.8847	851.1183	805.6472	812.0363	709.7396	765.8377	754.5506
PA4332	1686.1167	1608.5941	1653.329	1879.6925	1600.111	1676.0938	1270.1948	1315.8507	1100.7609
PA4333	1997.4274	1659.9486	1839.0094	2544.0205	2270.9973	2217.8713	1685.0238	1676.5714	1649.4923
PA4334	554.24915	531.031	458.84436	592.8508	510.68872	522.5421	437.517	407.88724	416.6386
PA4335	432.757	375.9421	350.75082	575.45465	535.0836	486.22003	324.82068	364.92664	323.38556
PA4336	972.0157	858.96655	864.72675	1264.2584	1092.295	1009.2674	844.82684	818.1972	790.9523
PA4337	266.03482	229.89279	248.43689	228.1992	216.61966	239.76434	216.55481	209.66534	195.10843
PA4338	1447.1108	1299.1034	1240.7092	1339.497	1141.4332	1263.4207	974.17664	1049.0571	995.8939
PA4339	788.9192	699.3055	677.2123	744.6827	574.769	645.9753	627.7684	594.311	621.79065
PA4340	567.8145	536.73627	521.1956	568.4676	514.0183	469.94403	437.41177	491.39526	504.50125
PA4341	534.9448	456.7886	547.85706	641.77765	654.60004	538.09546	488.51227	466.20367	490.45834
PA4342	341.04056	306.323	323.88312	384.0494	326.17157	335.2958	293.6657	292.15866	274.6742
PA4343	100.28595	93.58174	102.05222	106.929504	109.40191	113.84447	84.71975	106.69121	71.4253
PA4344	273.75443	241.18448	277.59714	292.01587	248.67732	249.44382	242.32722	243.32024	235.21245
PA4345	737.22034	681.05664	652.6482	671.51245	582.8211	619.90295	558.02344	577.32947	635.31006
PA4346	337.80103	286.56528	276.35855	347.1271	270.59357	303.49243	223.08145	228.90356	219.98438
PA4347	1604.0527	1417.3807	1490.0212	1580.219	1404.4211	1622.4874	1361.6923	1409.1636	1188.9491
PA4348	5163.599	4898.8784	4898.734	6735.5405	5720.7812	6872.9336	8009.4893	7421.309	7698.7227
